Name,Access_Source__c,Account_Path__c,Actionability_Score__c,Aggregatable__c,Bucketing_Strategy__c,Business_Concept__c,Canonical_Field_Key__c,Cardinality_Suitability_Score__c,Classification_Basis__c,Cohort_Dimension_Type__c,Cohort_Suitability_Score__c,Cohort_Suitable__c,Controllability_Score__c,Coverage_Pct__c,Direction_Hypothesis__c,Distinct_Count__c,Earliest_Date__c,Eligibility_Status__c,Exclusion_Reason__c,Explainability_Score__c,Field_Label__c,Field_Type__c,Grain__c,Last_Profiled_At__c,Latest_Date__c,Leakage_Risk_Score__c,Measurement_Concepts__c,Metric_Archetypes__c,Observation_Type__c,Origin_System__c,Peer_Group_Utility_Score__c,Populated_Count__c,Predictive_Prior_Score__c,Primary_Source_Role__c,Primary_Theme__c,Profile_Summary__c,Provenance_Role__c,Reference_Evidence__c,Sample_Values__c,Secondary_Themes__c,Source_Confidence_Score__c,Source_Field__c,Source_Object__c,Source_Roles__c,Stability_Prior_Score__c,Windowable__c
Case.Ageing_of_Open_Cases_Days__c,salesforce,Case.AccountId -> Account.Id,0.75,True,,Ageing of Open Cases Days,salesforce:Case:Ageing_of_Open_Cases_Days__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE;TIME_INPUT | recommended_use=AGGREGATE,,0,False,0.5,,LOWER_BETTER,,,ELIGIBLE,,0.8,Ageing of Open Cases Days,double,Case,,,0.1,TIME_DURATION,DURATION;VARIABILITY;TREND,MEASURE,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=aging of support ticket; recipe_keys=HIST_SFDC_5FDB60186381D3B01788 | historical_prior_average=0.45,,,0.8,Ageing_of_Open_Cases_Days__c,Case,DIRECT_EXPERIENCE_INPUT,0,True
Case.AssetId,salesforce,Case.AccountId -> Account.Id,0.4,True,,Asset ID,salesforce:Case:AssetId,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;HANDOFF_OR_OWNERSHIP | recommended_use=COUNT_DISTINCT;TRANSITION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Asset ID,reference,Case,,,0.1,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,AssetId,Case,DIRECT_EXPERIENCE_INPUT,0,True
Case.CaseNumber,salesforce,Case.AccountId -> Account.Id,0.05,True,,Case Number,salesforce:Case:CaseNumber,0,Identifier; linkage/context only unless explicitly approved. | final_usage=IDENTIFIER | final_roles=IDENTIFIER | recommended_use=CONTEXT_OR_JOIN_ONLY,,0,False,0.5,,CONTEXT_DEPENDENT,,,REVIEW,,0.2,Case Number,string,Case,,,0.2,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.1,IDENTIFIER,,,IDENTIFIER,,,,0.6,CaseNumber,Case,IDENTIFIER,0,False
Case.ClosedDate,salesforce,Case.AccountId -> Account.Id,0.75,True,,Closed Date,salesforce:Case:ClosedDate,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=BUSINESS_DATE;WINDOW | recommended_use=RECENCY;WINDOW,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Closed Date,datetime,Case,,,0.1,PROCESS_COMPLETION,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,TIME,0.8,ClosedDate,Case,DIRECT_EXPERIENCE_INPUT,0,True
Case.Comments,salesforce,Case.AccountId -> Account.Id,0.4,False,,Internal Comments,salesforce:Case:Comments,0,Operational Account-linked source prior. | final_usage=UNSTRUCTURED_TEXT | final_roles=TEXT | recommended_use=SEMANTIC_EXTRACTION_OR_CONTEXT,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Internal Comments,textarea,Case,,,0.1,,,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,Comments,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.ContactEmail,salesforce,Case.AccountId -> Account.Id,0.75,False,,Contact Email,salesforce:Case:ContactEmail,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=CONTEXT | recommended_use=REVIEW,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Contact Email,email,Case,,,0.1,PEOPLE_ENGAGEMENT;PEOPLE_RELATIONSHIP_COVERAGE;INFO_COMMUNICATION,,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,INFORMATION,0.8,ContactEmail,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.ContactFax,salesforce,Case.AccountId -> Account.Id,0.75,False,,Contact Fax,salesforce:Case:ContactFax,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=CONTEXT | recommended_use=REVIEW,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Contact Fax,phone,Case,,,0.1,PEOPLE_RELATIONSHIP_COVERAGE,,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,,0.8,ContactFax,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.ContactId,salesforce,Case.AccountId -> Account.Id,0.75,True,,Contact ID,salesforce:Case:ContactId,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;HANDOFF_OR_OWNERSHIP | recommended_use=COUNT_DISTINCT;TRANSITION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Contact ID,reference,Case,,,0.1,PEOPLE_RELATIONSHIP_COVERAGE,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,,0.8,ContactId,Case,DIRECT_EXPERIENCE_INPUT,0,True
Case.ContactMobile,salesforce,Case.AccountId -> Account.Id,0.75,False,,Contact Mobile,salesforce:Case:ContactMobile,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=CONTEXT | recommended_use=REVIEW,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Contact Mobile,phone,Case,,,0.1,PEOPLE_RELATIONSHIP_COVERAGE,,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,,0.8,ContactMobile,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.ContactPhone,salesforce,Case.AccountId -> Account.Id,0.75,False,,Contact Phone,salesforce:Case:ContactPhone,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=CONTEXT | recommended_use=REVIEW,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Contact Phone,phone,Case,,,0.1,PEOPLE_RELATIONSHIP_COVERAGE,,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,,0.8,ContactPhone,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.CreatedById,salesforce,Case.AccountId -> Account.Id,0.75,True,,Created By ID,salesforce:Case:CreatedById,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.8,Created By ID,reference,Case,,,0.1,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.7,IGNORE,TIME,,OPERATIONAL SOURCE,,,,0.8,CreatedById,Case,SYSTEM_METADATA,0,True
Case.CreatedDate,salesforce,Case.AccountId -> Account.Id,0.75,True,,Created Date,salesforce:Case:CreatedDate,0,Operational Account-linked source prior. | final_usage=SYSTEM_DATE | final_roles=SYSTEM_METADATA;SYSTEM_DATE | recommended_use=DO_NOT_USE_AS_BUSINESS_TIME,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.8,Created Date,datetime,Case,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,IGNORE,TIME,,OPERATIONAL SOURCE,,,,0.8,CreatedDate,Case,SYSTEM_DATE,0,True
Case.Description,salesforce,Case.AccountId -> Account.Id,0.4,False,,Description,salesforce:Case:Description,0,Operational Account-linked source prior. | final_usage=UNSTRUCTURED_TEXT | final_roles=TEXT | recommended_use=SEMANTIC_EXTRACTION_OR_CONTEXT,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Description,textarea,Case,,,0.1,,,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,Description,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.Id,salesforce,Case.AccountId -> Account.Id,0.05,False,,Case ID,salesforce:Case:Id,0,Identifier; linkage/context only unless explicitly approved. | final_usage=IDENTIFIER | final_roles=IDENTIFIER | recommended_use=CONTEXT_OR_JOIN_ONLY,,0,False,0.5,,CONTEXT_DEPENDENT,,,REVIEW,,0.2,Case ID,id,Case,,,0.2,,,CATEGORY_OR_TEXT,salesforce,0,,0.1,IDENTIFIER,,,IDENTIFIER,,,,0.6,Id,Case,IDENTIFIER,0,False
Case.IsClosed,salesforce,Case.AccountId -> Account.Id,0.75,True,,Closed,salesforce:Case:IsClosed,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=EVENT_FLAG;FILTER | recommended_use=RATE;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Closed,boolean,Case,,,0.1,PROCESS_COMPLETION,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,TIME,0.8,IsClosed,Case,DIRECT_EXPERIENCE_INPUT,0,True
Case.IsDeleted,salesforce,Case.AccountId -> Account.Id,0.4,True,,Deleted,salesforce:Case:IsDeleted,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Deleted,boolean,Case,,,0.1,,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,IsDeleted,Case,SYSTEM_METADATA,0,True
Case.IsEscalated,salesforce,Case.AccountId -> Account.Id,0.75,True,,Escalated,salesforce:Case:IsEscalated,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=EVENT_FLAG;FILTER;PROCESS_DIMENSION | recommended_use=RATE;FILTER,,0,False,0.5,,LOWER_BETTER,,,ELIGIBLE,,0.8,Escalated,boolean,Case,,,0.1,PROCESS_ESCALATION;TIME_LATENESS,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,historical_recipe_count=7; signal=4; no_signal=3; examples=Case Escalation Flag | % escalations | % escalations | % escalations | # non-escalated tickets | % non-escalated tickets; recipe_keys=HIST_SFDC_BBEEAB34AE4E97EBD598;HIST_SFDC_CE54E85632A88D9A956F;HIST_SFDC_CE54E85632A88D9A956F;HIST_SFDC_CE54E85632A88D9A956F;HIST_SFDC_80248A8A7C6235CC8175;HIST_SFDC_8B124EE53CBD2CAAB721 | historical_prior_average=0.621,,TIME,0.8,IsEscalated,Case,DIRECT_EXPERIENCE_INPUT,0,True
Case.LastModifiedById,salesforce,Case.AccountId -> Account.Id,0.4,True,,Last Modified By ID,salesforce:Case:LastModifiedById,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Last Modified By ID,reference,Case,,,0.1,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,LastModifiedById,Case,SYSTEM_METADATA,0,True
Case.LastModifiedDate,salesforce,Case.AccountId -> Account.Id,0.75,True,,Last Modified Date,salesforce:Case:LastModifiedDate,0,Operational Account-linked source prior. | final_usage=SYSTEM_DATE | final_roles=SYSTEM_METADATA;SYSTEM_DATE | recommended_use=DO_NOT_USE_AS_BUSINESS_TIME,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.8,Last Modified Date,datetime,Case,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,IGNORE,TIME,,OPERATIONAL SOURCE,,,,0.8,LastModifiedDate,Case,SYSTEM_DATE,0,True
Case.LastReferencedDate,salesforce,Case.AccountId -> Account.Id,0.75,True,,Last Referenced Date,salesforce:Case:LastReferencedDate,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.8,Last Referenced Date,datetime,Case,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,IGNORE,TIME,,OPERATIONAL SOURCE,,,,0.8,LastReferencedDate,Case,SYSTEM_METADATA,0,True
Case.LastViewedDate,salesforce,Case.AccountId -> Account.Id,0.75,True,,Last Viewed Date,salesforce:Case:LastViewedDate,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.8,Last Viewed Date,datetime,Case,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,IGNORE,TIME,,OPERATIONAL SOURCE,,,,0.8,LastViewedDate,Case,SYSTEM_METADATA,0,True
Case.MasterRecordId,salesforce,Case.AccountId -> Account.Id,0.4,True,,Master Record ID,salesforce:Case:MasterRecordId,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Master Record ID,reference,Case,,,0.1,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,MasterRecordId,Case,SYSTEM_METADATA,0,True
Case.OCX_Case_ID__c,salesforce,Case.AccountId -> Account.Id,0.05,True,,OCX Case ID,salesforce:Case:OCX_Case_ID__c,0,OCX-prefixed identifier; linkage/context only. | final_usage=IDENTIFIER | final_roles=IDENTIFIER | recommended_use=CONTEXT_OR_JOIN_ONLY,,0,False,0.5,,CONTEXT_DEPENDENT,,,REVIEW,,0.2,OCX Case ID,string,Case,,,0.2,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.1,IDENTIFIER,,,IDENTIFIER,,,,0.6,OCX_Case_ID__c,Case,IDENTIFIER,0,False
Case.OCX_Driver__c,salesforce,Case.AccountId -> Account.Id,0.05,True,,OCX Driver,salesforce:Case:OCX_Driver__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.05,OCX Driver,string,Case,,,1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0,OCX_DERIVED,,,OCX DERIVED / DOWNSTREAM,,,,0.95,OCX_Driver__c,Case,OCX_DERIVED;MODEL_OUTPUT,0,False
Case.OCX_Journey_Stage__c,salesforce,Case.AccountId -> Account.Id,0.75,True,,OCX Journey Stage,salesforce:Case:OCX_Journey_Stage__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.8,OCX Journey Stage,string,Case,,,1,PROCESS_STEPS,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0,OCX_DERIVED,PROCESS,,OPERATIONAL SOURCE,,,,0.8,OCX_Journey_Stage__c,Case,OCX_DERIVED;MODEL_OUTPUT,0,False
Case.OCX_Sentiment__c,salesforce,Case.AccountId -> Account.Id,0.05,True,,OCX Sentiment,salesforce:Case:OCX_Sentiment__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.05,OCX Sentiment,double,Case,,,1,,DURATION;VARIABILITY;TREND,MEASURE,salesforce,0,,0,OCX_DERIVED,,,OCX DERIVED / DOWNSTREAM,,,,0.95,OCX_Sentiment__c,Case,OCX_DERIVED;MODEL_OUTPUT,0,True
Case.Origin,salesforce,Case.AccountId -> Account.Id,0.4,True,,Case Origin,salesforce:Case:Origin,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;INFORMATION_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Case Origin,picklist,Case,,,0.1,INFO_COMMUNICATION;INFO_GUIDANCE,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,INFORMATION,,OPERATIONAL SOURCE,,,,0.8,Origin,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.OwnerId,salesforce,Case.AccountId -> Account.Id,0.75,True,,Owner ID,salesforce:Case:OwnerId,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;HANDOFF_OR_OWNERSHIP;PEOPLE_DIMENSION | recommended_use=COUNT_DISTINCT;TRANSITION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Owner ID,reference,Case,,,0.1,PEOPLE_OWNERSHIP,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,,0.8,OwnerId,Case,DIRECT_EXPERIENCE_INPUT,0,True
Case.ParentId,salesforce,Case.AccountId -> Account.Id,0.4,True,,Parent Case ID,salesforce:Case:ParentId,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;HANDOFF_OR_OWNERSHIP | recommended_use=COUNT_DISTINCT;TRANSITION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Parent Case ID,reference,Case,,,0.1,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,ParentId,Case,DIRECT_EXPERIENCE_INPUT,0,True
Case.Priority,salesforce,Case.AccountId -> Account.Id,0.4,True,,Priority,salesforce:Case:Priority,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PRODUCT_SERVICE_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Priority,picklist,Case,,,0.1,PRODUCT_QUALITY;PRODUCT_DEFECTS;PRODUCT_FUNCTIONALITY,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,PRODUCT_SERVICE,,OPERATIONAL SOURCE,,,,0.8,Priority,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.Product_Line__c,salesforce,Case.AccountId -> Account.Id,0.75,True,,Product Line,salesforce:Case:Product_Line__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PRODUCT_SERVICE_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Product Line,string,Case,,,0.1,PRODUCT_FUNCTIONALITY,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PRODUCT_SERVICE,,OPERATIONAL SOURCE,historical_recipe_count=9; signal=4; no_signal=5; examples=ttr Contracta | ttr QuoteFlow | ttr Write Up | tickets to prod ratio | % tickets for Contracta | % tickets for Others products; recipe_keys=HIST_SFDC_FF803F43FD64B30818C9;HIST_SFDC_B25419011F6FD058F578;HIST_SFDC_10B3FEEC9CABC5966281;HIST_SFDC_C619AD50AAE18B000E33;HIST_SFDC_BC5A3DA5BD6D0E9A7A08;HIST_SFDC_7932242323EDFA5A371B | historical_prior_average=0.583,,,0.8,Product_Line__c,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.Reason,salesforce,Case.AccountId -> Account.Id,0.4,True,,Case Reason,salesforce:Case:Reason,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;INFORMATION_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Case Reason,picklist,Case,,,0.1,INFO_COMMUNICATION;INFO_GUIDANCE,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,INFORMATION,,OPERATIONAL SOURCE,,,,0.8,Reason,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.Root_Cause__c,salesforce,Case.AccountId -> Account.Id,0.4,True,,Root Cause,salesforce:Case:Root_Cause__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PRODUCT_SERVICE_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Root Cause,picklist,Case,,,0.1,PRODUCT_QUALITY;PRODUCT_DEFECTS;PRODUCT_FUNCTIONALITY,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,PRODUCT_SERVICE,,OPERATIONAL SOURCE,,,,0.8,Root_Cause__c,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.SLA_Violation__c,salesforce,Case.AccountId -> Account.Id,0.75,True,,SLA Violation,salesforce:Case:SLA_Violation__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=EVENT_FLAG;FILTER;PROCESS_DIMENSION | recommended_use=RATE;FILTER,,0,False,0.5,,LOWER_BETTER,,,ELIGIBLE,,0.8,SLA Violation,boolean,Case,,,0.1,PROCESS_COMPLIANCE;TIME_LATENESS,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,historical_recipe_count=5; signal=2; no_signal=3; examples=# slt voilations | violation flag | % no slt voilations | # no slt voilations | violation cohort; recipe_keys=HIST_SFDC_1A0F0E0439C3ED724483;HIST_SFDC_8AD0562249F72F944197;HIST_SFDC_57C91B56F1D7105AA3DD;HIST_SFDC_F9751A30FC863DC5B43F;HIST_SFDC_D03CEACDD7845AAB2BA4 | historical_prior_average=0.57,,TIME,0.8,SLA_Violation__c,Case,DIRECT_EXPERIENCE_INPUT,0,True
Case.Source_Bug__c,salesforce,Case.AccountId -> Account.Id,0.75,True,,Source Bug,salesforce:Case:Source_Bug__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=EVENT_FLAG;FILTER;PRODUCT_SERVICE_DIMENSION | recommended_use=RATE;FILTER,,0,False,0.5,,LOWER_BETTER,,,ELIGIBLE,,0.8,Source Bug,boolean,Case,,,0.1,PRODUCT_DEFECTS,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PRODUCT_SERVICE,,OPERATIONAL SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=bug bin cohort; recipe_keys=HIST_SFDC_9FE72918F9F27DFD0BAA | historical_prior_average=0.45,,,0.9,Source_Bug__c,Case,DIRECT_EXPERIENCE_INPUT,0,True
Case.Source_Case_Number__c,salesforce,Case.AccountId -> Account.Id,0.4,True,,Source Case Number,salesforce:Case:Source_Case_Number__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Source Case Number,string,Case,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,historical_recipe_count=69; signal=32; no_signal=37; examples=% active tickets | % tickets By Type - Customer Environment | % 'how to' tickets | % 'how to' tickets | % defect tickets | % defect tickets; recipe_keys=HIST_SFDC_73A901FFE71DC328204F;HIST_SFDC_FC7D3DE38A477A964B16;HIST_SFDC_46E93CF93723E7E1CCAC;HIST_SFDC_46E93CF93723E7E1CCAC;HIST_SFDC_3A7A109770C6AC71D4C0;HIST_SFDC_3A7A109770C6AC71D4C0 | historical_prior_average=0.589,,,0.9,Source_Case_Number__c,Case,DIRECT_EXPERIENCE_INPUT,0,False
Case.Source_First_Response_Violated__c,salesforce,Case.AccountId -> Account.Id,0.75,True,,Source First Response Violated,salesforce:Case:Source_First_Response_Violated__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=EVENT_FLAG;FILTER | recommended_use=RATE;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source First Response Violated,boolean,Case,,,0.1,TIME_RESPONSE;TIME_LATENESS,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,,,,0.9,Source_First_Response_Violated__c,Case,DIRECT_EXPERIENCE_INPUT,0,True
Case.Source_Opened_Date__c,salesforce,Case.AccountId -> Account.Id,0.75,True,,Source Opened Date,salesforce:Case:Source_Opened_Date__c,0,Operational Account-linked source prior. | final_usage=BUSINESS_DATE | final_roles=BUSINESS_DATE;WINDOW;DURATION_INPUT | recommended_use=TIME_WINDOW_OR_DURATION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Opened Date,date,Case,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,,,,0.9,Source_Opened_Date__c,Case,DIRECT_EXPERIENCE_INPUT,0,True
